Term|Degree|Major|Course
Spring 2021|DNAP|ANE|ANE 702
Spring 2021|DNAP|ANE|ANE 722
Spring 2021|DNAP|ANE|ANE 730
Spring 2021|DNAP|ANE|ANE 750
Spring 2021|DNAP|ANE|ANE 751
Spring 2021|DNAP|ANE|ANE 781
Spring 2021|DNAP|ANE|ANE 783
Spring 2021|DNAP|ANE|ANE 791
Spring 2021|DNAP|ANE|ANE 794
Spring 2021|DNAP|ANE|ANE 797
Spring 2021|DNAP|ANE|ANE 799
Spring 2021|DNAP|ANE|ANE 800
Spring 2021|DNP|NUR|NUR 605
Spring 2021|DNP|NUR|NUR 606
Spring 2021|DNP|NUR|NUR 725
Spring 2021|DNP|NUR|NUR 747
Spring 2021|DNP|NUR|NUR 751
Spring 2021|DNP|NUR|NUR 754
Spring 2021|DNP|NUR|NUR 805
Spring 2021|DNP|NUR|NUR 820
Spring 2021|DNP|NUR|NUR 864
Spring 2021|DNP|NUR|NUR 865
Spring 2021|DNP|NUR|NUR 900
Spring 2021|DNP|NUR|NUR 911
Spring 2021|DNP|NUR|NUR 912
Spring 2021|DNP|NUR|NUR 913
Spring 2021|DPT|PTP|PTP 602
Spring 2021|DPT|PTP|PTP 604
Spring 2021|DPT|PTP|PTP 627
Spring 2021|DPT|PTP|PTP 640
Spring 2021|DPT|PTP|PTP 648
Spring 2021|DPT|PTP|PTP 699
Spring 2021|DPT|PTP|PTP 703
Spring 2021|DPT|PTP|PTP 705
Spring 2021|DPT|PTP|PTP 746
Spring 2021|DPT|PTP|PTP 753
Spring 2021|DPT|PTP|PTP 759
Spring 2021|DPT|PTP|PTP 760
Spring 2021|DPT|PTP|PTP 783
Spring 2021|DPT|PTP|PTP 794
Spring 2021|DPT|PTP|PTP 815
Spring 2021|DPT|PTP|PTP 821
Spring 2021|DPT|PTP|PTP 824
Spring 2021|DPT|PTP|PTP 825
Spring 2021|DPT|PTP|PTP 830
Spring 2021|DPT|PTPP|PTP 625
Spring 2021|DPT|PTPP|PTP 748
Spring 2021|DPT|PTPP|PTP 786
Spring 2021|DPT|PTPP|PTP 881
Spring 2021|EDD|EDU|EDL 801
Spring 2021|EDD|EDU|EDL 990
Spring 2021|EDS|EDU|EDL 740
Spring 2021|MA|ARTA|ADM 595
Spring 2021|MA|ARTA|ADM 599
Spring 2021|MA|ARTA|ADM 600
Spring 2021|MA|ECHD|ECE 522
Spring 2021|MA|ECHD|EDT 521
Spring 2021|MA|ECHD|PUB 550
Spring 2021|MA|EDUT|EDS 500
Spring 2021|MA|ENGL|PUB 522
Spring 2021|MA|ETEC|EDT 521
Spring 2021|MA|ETEC|EDT 525
Spring 2021|MA|ETEC|EDT 575
Spring 2021|MA|ETEC|EDT 630
Spring 2021|MA|ETEC|EDT 632
Spring 2021|MA|LBS|AMC 504
Spring 2021|MA|LBS|AMC 590
Spring 2021|MA|LBS|AMC 591
Spring 2021|MA|LBS|PUB 530
Spring 2021|MA|LITE|ECE 522
Spring 2021|MA|LITE|EDR 522
Spring 2021|MA|LITE|EDR 580
Spring 2021|MA|LITE|EDT 521
Spring 2021|MA|MTH|MTH 591
Spring 2021|MBA|BUS|ACC 521
Spring 2021|MBA|BUS|ACC 555
Spring 2021|MBA|BUS|ACC 565
Spring 2021|MBA|BUS|CIS 517
Spring 2021|MBA|BUS|FIN 551
Spring 2021|MBA|BUS|FIN 561
Spring 2021|MBA|BUS|HCR 511
Spring 2021|MBA|BUS|HCR 587
Spring 2021|MBA|BUS|INB 585
Spring 2021|MBA|BUS|MGT 544
Spring 2021|MBA|BUS|MGT 552
Spring 2021|MBA|BUS|MGT 581
Spring 2021|MBA|BUS|MGT 589
Spring 2021|MBA|BUS|MGT 591
Spring 2021|MBA|BUS|MGT 595
Spring 2021|MBA|BUS|MKT 531
Spring 2021|MBA|BUS|SCM 512
Spring 2021|MPA|PUB|PUB 501
Spring 2021|MPA|PUB|PUB 508
Spring 2021|MPA|PUB|PUB 522
Spring 2021|MPA|PUB|PUB 530
Spring 2021|MPA|PUB|PUB 550
Spring 2021|MPA|PUB|PUB 566
Spring 2021|MPA|PUB|PUB 589
Spring 2021|MPA|PUB|PUB 594
Spring 2021|MPH|PHS|BIO 544
Spring 2021|MPH|PHS|FIN 551
Spring 2021|MPH|PHS|MGT 581
Spring 2021|MPH|PHS|PHS 501
Spring 2021|MPH|PHS|PHS 503
Spring 2021|MPH|PHS|PHS 504
Spring 2021|MPH|PHS|PHS 590
Spring 2021|MPH|PHS|PHS 595
Spring 2021|MPH|PHS|PHS 597
Spring 2021|MS|CAIS|CIS 517
Spring 2021|MS|CAIS|CIS 562
Spring 2021|MS|CAIS|HCR 587
Spring 2021|MS|CHM|MKT 531
Spring 2021|MS|HCM|ACC 521
Spring 2021|MS|HCM|FIN 551
Spring 2021|MS|HCM|SCM 512
Spring 2021|MS|HED|PHS 590
Spring 2021|MS|LOD|ACC 521
Spring 2021|MS|LOD|FIN 561
Spring 2021|MS|LOD|INB 585
Spring 2021|MS|LOD|MGT 544
Spring 2021|MS|LOD|MGT 595
Spring 2021|MS|PHYA|PPA 522
Spring 2021|MS|PHYA|PPA 532
Spring 2021|MS|PHYA|PPA 542
Spring 2021|MSACC|ACTG|ACC 521
Spring 2021|MSACC|ACTG|ACC 555
Spring 2021|MSACC|ACTG|ACC 565
Spring 2021|MSACC|ACTG|FIN 551
Spring 2021|MSACC|ACTG|FIN 561
Spring 2021|MSACC|ACTG|MGT 581
Spring 2021|MSACC|ACTG|MGT 589
Spring 2021|MSACC|ACTG|MGT 595
Spring 2021|MSN|NUR|NSC 502
Spring 2021|MSN|NUR|NUR 521
Spring 2021|MSN|NUR|NUR 523
Spring 2021|MSN|NUR|NUR 528
Spring 2021|MSN|NUR|NUR 529
Spring 2021|MSN|NUR|NUR 532
Spring 2021|MSN|NUR|NUR 596
Spring 2021|MSN|NUR|NUR 600
Spring 2021|MSN|NUR|NUR 725
Spring 2021|MSN|NUR|NUR 751
Spring 2021|MSN|NUR|PHS 504
Spring 2021|OTD|OTP|OTP 660
Spring 2021|OTD|OTP|OTP 665
Spring 2021|OTD|OTP|OTP 680
Spring 2021|OTD|OTP|OTP 690
Spring 2021|OTD|OTP|OTP 787
Spring 2021|OTD|OTP|OTP 795
Spring 2021|OTD|OTP|OTP 797
Spring 2021|OTD|OTP|OTP 799
Spring 2021|PHD|PTP|PTP 995
Spring 2021|TC|TC|ART 120
Spring 2021|TC|TC|BUS 110
Spring 2021|TC|TC|BUS 2XX
Spring 2021|TC|TC|MGT 344
Spring 2022|BA|ANT|ANT 299
Spring 2022|BA|ANT|COM 210
Spring 2022|BA|ARTH|ANT 299
Spring 2022|BA|ARTH|ARH 497
Spring 2022|BA|ARTH|ESS 100
Spring 2022|BA|BIOH|ACC 321
Spring 2022|BA|BIOH|ART 120
Spring 2022|BA|BIOH|ASL 111
Spring 2022|BA|BIOH|BIO 168
Spring 2022|BA|BIOH|BIO 494
Spring 2022|BA|BIOH|BIO 496
Spring 2022|BA|BIOH|CHM 330
Spring 2022|BA|BIOH|CHM 331
Spring 2022|BA|BIOH|ENG 112
Spring 2022|BA|BIOH|HCR 305
Spring 2022|BA|BIOH|NSC 373
Spring 2022|BA|BIOH|PHY 143
Spring 2022|BA|BIOH|PSY 313
Spring 2022|BA|BIOH|SPN 112
Spring 2022|BA|COM|ACC 201
Spring 2022|BA|COM|ANT 299
Spring 2022|BA|COM|ARH 111
Spring 2022|BA|COM|ART 126
Spring 2022|BA|COM|ASL 111
Spring 2022|BA|COM|BUS 110
Spring 2022|BA|COM|BUS 115
Spring 2022|BA|COM|CDR 330
Spring 2022|BA|COM|COM 387
Spring 2022|BA|COM|COM 398
Spring 2022|BA|COM|ESS 100
Spring 2022|BA|COM|HCR 300
Spring 2022|BA|COM|MUS 100
Spring 2022|BA|COM|NSC 373
Spring 2022|BA|COM|PSY 319
Spring 2022|BA|COM|SAT 202
Spring 2022|BA|COM|SPN 112
Spring 2022|BA|COM|SPN 310
Spring 2022|BA|COM|SPN 315
Spring 2022|BA|COM|THE 100
Spring 2022|BA|CRJ|COM 387
Spring 2022|BA|CRJ|CSC 384
Spring 2022|BA|CRJ|ECE 100
Spring 2022|BA|CRJ|ESS 100
Spring 2022|BA|CRJ|SAT 202
Spring 2022|BA|CRJ|SOC 215
Spring 2022|BA|ECN|ANT 299
Spring 2022|BA|ECN|ARB 205
Spring 2022|BA|ECN|ECN 326
Spring 2022|BA|ECN|FRN 111
Spring 2022|BA|ECN|SOC 100
Spring 2022|BA|ENGT|ECN 201
Spring 2022|BA|ENGT|ESS 100
Spring 2022|BA|ENGT|HIS 113
Spring 2022|BA|ENGT|POL 120
Spring 2022|BA|ENGW|COM 200
Spring 2022|BA|ENGW|COM 387
Spring 2022|BA|ENGW|COM 398
Spring 2022|BA|ENGW|ESS 100
Spring 2022|BA|ENGW|HCR 107
Spring 2022|BA|ENGW|HCR 203
Spring 2022|BA|ENGW|HIS 113
Spring 2022|BA|ENGW|INT 394
Spring 2022|BA|ENGW|PSY 341
Spring 2022|BA|ENGW|SAT 202
Spring 2022|BA|HIS|ANT 299
Spring 2022|BA|HIS|BUS 115
Spring 2022|BA|HIS|ECN 202
Spring 2022|BA|HIS|ECN 326
Spring 2022|BA|HIS|FRN 112
Spring 2022|BA|HIS|HIS 120
Spring 2022|BA|HIS|HIS 121
Spring 2022|BA|HIS|HIS 396
Spring 2022|BA|HIS|POL 120
Spring 2022|BA|HIS|PSY 100
Spring 2022|BA|HIS|PSY 313
Spring 2022|BA|HIS|WGS 326
Spring 2022|BA|MTHT|HCR 107
Spring 2022|BA|PHN|PHL 481
Spring 2022|BA|PHY|MUS 100
Spring 2022|BA|PHY|SPN 112
Spring 2022|BA|POL|ANT 299
Spring 2022|BA|POL|COM 392
Spring 2022|BA|POL|ECE 100
Spring 2022|BA|POL|ECN 326
Spring 2022|BA|POL|HCR 203
Spring 2022|BA|POL|PHL 162
Spring 2022|BA|POL|POL 230
Spring 2022|BA|POL|PSY 313
Spring 2022|BA|POL|SOC 100
Spring 2022|BA|POL|SPN 112
Spring 2022|BA|POL|SPN 310
Spring 2022|BA|PSWK|AFA 101
Spring 2022|BA|PSWK|AFA 102
Spring 2022|BA|PSWK|BIO 2XX
Spring 2022|BA|PSWK|BUS 3XX
Spring 2022|BA|PSWK|COM 210
Spring 2022|BA|PSWK|COM 281
Spring 2022|BA|PSWK|ELE 1XX
Spring 2022|BA|PSWK|ENG 111
Spring 2022|BA|PSWK|MGT 3XX
Spring 2022|BA|PSWK|MUS 100
Spring 2022|BA|PSWK|NSC 209
Spring 2022|BA|PSWK|PED 1XX
Spring 2022|BA|PSWK|PSY 180
Spring 2022|BA|PSWK|SOC 100
Spring 2022|BA|PSWK|SOC 2XX
Spring 2022|BA|PSWK|SSC 1XX
Spring 2022|BA|PSWK|SSC 2XX
Spring 2022|BA|PSWK|SWR 1XX
Spring 2022|BA|PSY|CDR 330
Spring 2022|BA|PSY|CHM 330
Spring 2022|BA|PSY|CHM 331
Spring 2022|BA|PSY|PHL 101
Spring 2022|BA|PSY|PSY 313
Spring 2022|BA|PSY|SWR 321
Spring 2022|BA|PUB|MTH 111
Spring 2022|BA|SOC|ENG 112
Spring 2022|BA|SOC|HCR 107
Spring 2022|BA|SOC|PSY 313
Spring 2022|BA|SOC|PSY 315
Spring 2022|BA|SOC|PSY 317
Spring 2022|BA|SOC|PSY 341
Spring 2022|BA|SOC|SOC 215
Spring 2022|BA|SOCS|ECN 201
Spring 2022|BA|SOCS|ECN 202
Spring 2022|BA|SOCS|EDM 100
Spring 2022|BA|SOCS|HIS 113
Spring 2022|BA|SOCS|POL 120
Spring 2022|BA|SOCS|PSY 100
Spring 2022|BA|SPN|ANT 299
Spring 2022|BA|SSCI|ART 120
Spring 2022|BA|SSCI|CIS 128
Spring 2022|BA|SSCI|ESS 100
Spring 2022|BA|SSCI|HCR 203
Spring 2022|BA|THE|BUS 110
Spring 2022|BA|THE|EDM 100
Spring 2022|BAS|APLS|CIS 300
Spring 2022|BAS|APLS|CIS 401
Spring 2022|BAS|APLS|COM 210
Spring 2022|BAS|APLS|COM 387
Spring 2022|BAS|APLS|CSC 122
Spring 2022|BAS|APLS|CSC 383
Spring 2022|BAS|APLS|ECN 326
Spring 2022|BAS|APLS|FIN 269
Spring 2022|BAS|APLS|HCR 107
Spring 2022|BAS|APLS|HCR 203
Spring 2022|BAS|APLS|HCR 305
Spring 2022|BAS|APLS|MTH 111
Spring 2022|BAS|APLS|NUR 369
Spring 2022|BAS|APLS|PSY 315
Spring 2022|BAS|APLS|PSY 319
Spring 2022|BAS|APLS|SCM 313
Spring 2022|BBA|BUS|ANT 299
Spring 2022|BBA|BUS|NSC 209
Spring 2022|BBA|BUSA|ACC 321
Spring 2022|BBA|BUSA|ACC 394
Spring 2022|BBA|BUSA|ACC 422
Spring 2022|BBA|BUSA|BUS 381
Spring 2022|BBA|BUSA|BUS 499
Spring 2022|BBA|BUSA|COM 200
Spring 2022|BBA|BUSA|CSC 175
Spring 2022|BBA|BUSA|ECN 326
Spring 2022|BBA|BUSA|ESS 100
Spring 2022|BBA|BUSA|FIN 361
Spring 2022|BBA|BUSA|FRN 111
Spring 2022|BBA|BUSA|HCR 101
Spring 2022|BBA|BUSA|HCR 107
Spring 2022|BBA|BUSA|HCR 203
Spring 2022|BBA|BUSA|INB 385
Spring 2022|BBA|BUSA|INT 230
Spring 2022|BBA|BUSA|MGT 341
Spring 2022|BBA|BUSA|SCM 313
Spring 2022|BBA|BUSA|SCM 371
Spring 2022|BBA|BUSA|WGS 341
Spring 2022|BBA|BUSE|ARH 111
Spring 2022|BBA|BUSE|BUS 381
Spring 2022|BBA|BUSE|FIN 361
Spring 2022|BBA|BUSE|HCR 107
Spring 2022|BBA|BUSE|INB 385
Spring 2022|BBA|BUSE|PHL 162
Spring 2022|BBA|BUSE|SCM 313
Spring 2022|BBA|BUSE|SCM 371
Spring 2022|BBA|BUSF|ACC 201
Spring 2022|BBA|BUSF|ACC 422
Spring 2022|BBA|BUSF|BUS 381
Spring 2022|BBA|BUSF|BUS 499
Spring 2022|BBA|BUSF|CSC 384
Spring 2022|BBA|BUSF|ECN 201
Spring 2022|BBA|BUSF|ESS 100
Spring 2022|BBA|BUSF|FIN 361
Spring 2022|BBA|BUSF|HCR 107
Spring 2022|BBA|BUSF|HCR 203
Spring 2022|BBA|BUSF|INB 385
Spring 2022|BBA|BUSF|INT 394
Spring 2022|BBA|BUSF|MGT 341
Spring 2022|BBA|BUSF|SCM 313
Spring 2022|BBA|BUSF|SCM 371
Spring 2022|BBA|BUSG|ACC 321
Spring 2022|BBA|BUSG|ACC 422
Spring 2022|BBA|BUSG|ARH 111
Spring 2022|BBA|BUSG|ART 120
Spring 2022|BBA|BUSG|BUS 381
Spring 2022|BBA|BUSG|BUS 499
Spring 2022|BBA|BUSG|COM 387
Spring 2022|BBA|BUSG|CSC 122
Spring 2022|BBA|BUSG|FIN 361
Spring 2022|BBA|BUSG|HCR 101
Spring 2022|BBA|BUSG|HIS 113
Spring 2022|BBA|BUSG|INB 385
Spring 2022|BBA|BUSG|MGT 341
Spring 2022|BBA|BUSG|MTH 120
Spring 2022|BBA|BUSG|MUS 100
Spring 2022|BBA|BUSG|PSY 315
Spring 2022|BBA|BUSG|SCM 313
Spring 2022|BBA|BUSG|SCM 371
Spring 2022|BBA|BUSH|ART 120
Spring 2022|BBA|BUSH|BUS 381
Spring 2022|BBA|BUSH|BUS 394
Spring 2022|BBA|BUSH|BUS 499
Spring 2022|BBA|BUSH|FIN 361
Spring 2022|BBA|BUSH|INT 230
Spring 2022|BBA|BUSH|PSY 341
Spring 2022|BBA|BUSH|SCM 313
Spring 2022|BBA|BUSH|SCM 371
Spring 2022|BBA|BUSI|ART 120
Spring 2022|BBA|BUSI|BUS 381
Spring 2022|BBA|BUSI|BUS 394
Spring 2022|BBA|BUSI|HIS 1XX
Spring 2022|BBA|BUSI|INB 480
Spring 2022|BBA|BUSI|INT 394
Spring 2022|BBA|BUSI|MGT 341
Spring 2022|BBA|BUSI|PSY 309
Spring 2022|BBA|BUSI|SCM 371
Spring 2022|BBA|BUSM|ART 120
Spring 2022|BBA|BUSM|BUS 381
Spring 2022|BBA|BUSM|BUS 499
Spring 2022|BBA|BUSM|COM 200
Spring 2022|BBA|BUSM|ENG 316
Spring 2022|BBA|BUSM|FIN 361
Spring 2022|BBA|BUSM|HCR 101
Spring 2022|BBA|BUSM|HCR 203
Spring 2022|BBA|BUSM|INB 385
Spring 2022|BBA|BUSM|NSC 209
Spring 2022|BBA|BUSM|PHL 101
Spring 2022|BBA|BUSM|SCM 313
Spring 2022|BBA|BUSM|SCM 371
Spring 2022|BBA|BUSS|BUS 381
Spring 2022|BBA|BUSS|COM 200
Spring 2022|BBA|BUSS|ECN 202
Spring 2022|BBA|BUSS|FIN 361
Spring 2022|BBA|BUSS|HCR 203
Spring 2022|BBA|BUSS|INT 299
Spring 2022|BBA|BUSS|MGT 341
Spring 2022|BBA|BUSS|MGT 394
Spring 2022|BBA|BUSS|SCM 313
Spring 2022|BBA|BUSS|SCM 371
Spring 2022|BBA|BUSS|SOC 100
Spring 2022|BFA|ARTD|ANT 299
Spring 2022|BFA|ARTD|ART 395
Spring 2022|BFA|FIA|ART 126
Spring 2022|BFA|FIA|ART 395
Spring 2022|BFA|FIA|INT 230
Spring 2022|BM|MUSP|MUS 352
Spring 2022|BM|MUSP|MUS 356
Spring 2022|BM|MUSP|SPN 112
Spring 2022|BS|APSY|CDR 330
Spring 2022|BS|APSY|HCR 203
Spring 2022|BS|APSY|NSC 180
Spring 2022|BS|APSY|NSC 233
Spring 2022|BS|APSY|WGS 341
Spring 2022|BS|BIO|ANT 299
Spring 2022|BS|BIO|ARB 205
Spring 2022|BS|BIO|BIO 168
Spring 2022|BS|BIO|BIO 480
Spring 2022|BS|BIO|BIO 491
Spring 2022|BS|BIO|BUS 110
Spring 2022|BS|BIO|CDR 330
Spring 2022|BS|BIO|CHM 330
Spring 2022|BS|BIO|CHM 331
Spring 2022|BS|BIO|ESS 100
Spring 2022|BS|BIO|FIN 269
Spring 2022|BS|BIO|HCR 101
Spring 2022|BS|BIO|HCR 107
Spring 2022|BS|BIO|HCR 203
Spring 2022|BS|BIO|HCR 304
Spring 2022|BS|BIO|INT 230
Spring 2022|BS|BIO|MGT 341
Spring 2022|BS|BIO|MTH 120
Spring 2022|BS|BIO|NSC 207
Spring 2022|BS|BIO|PHY 143
Spring 2022|BS|BIO|POL 120
Spring 2022|BS|BIO|PSY 313
Spring 2022|BS|BIO|SAT 202
Spring 2022|BS|BIOC|HON 494
Spring 2022|BS|BIOM|ART 126
Spring 2022|BS|BIOM|CHM 330
Spring 2022|BS|BIOM|CHM 331
Spring 2022|BS|BIOM|NSC 209
Spring 2022|BS|BIOM|NUR 369
Spring 2022|BS|BIOM|PHY 143
Spring 2022|BS|BIOM|PSY 313
Spring 2022|BS|BIOM|PSY 319
Spring 2022|BS|BIOW|BIO 480
Spring 2022|BS|BIOW|NUR 369
Spring 2022|BS|BIOW|PSY 319
Spring 2022|BS|CHM|BIO 168
Spring 2022|BS|CHM|NUR 203
Spring 2022|BS|CIS|CIS 300
Spring 2022|BS|CIS|CIS 417
Spring 2022|BS|CIS|CSC 383
Spring 2022|BS|CIS|CSC 401
Spring 2022|BS|CIS|ESS 100
Spring 2022|BS|CIS|MTH 363
Spring 2022|BS|CIS|SCM 313
Spring 2022|BS|CIS|SCM 371
Spring 2022|BS|CSC|ACC 201
Spring 2022|BS|CSC|ACC 202
Spring 2022|BS|CSC|BUS 110
Spring 2022|BS|CSC|BUS 1XX
Spring 2022|BS|CSC|CIS 128
Spring 2022|BS|CSC|CIS 151
Spring 2022|BS|CSC|CIS 152
Spring 2022|BS|CSC|CIS 1XX
Spring 2022|BS|CSC|CIS 200
Spring 2022|BS|CSC|CIS 300
Spring 2022|BS|CSC|CIS 417
Spring 2022|BS|CSC|COM 200
Spring 2022|BS|CSC|COM 210
Spring 2022|BS|CSC|CSC 122
Spring 2022|BS|CSC|CSC 127
Spring 2022|BS|CSC|CSC 1XX
Spring 2022|BS|CSC|CSC 2XX
Spring 2022|BS|CSC|CSC 382
Spring 2022|BS|CSC|CSC 383
Spring 2022|BS|CSC|CSC 384
Spring 2022|BS|CSC|CSC 391
Spring 2022|BS|CSC|CSC 3XX
Spring 2022|BS|CSC|ECN 201
Spring 2022|BS|CSC|EGR 100
Spring 2022|BS|CSC|EGR 1XX
Spring 2022|BS|CSC|ELE 1XX
Spring 2022|BS|CSC|ELE 2XX
Spring 2022|BS|CSC|ENG 111
Spring 2022|BS|CSC|ENG 1XX
Spring 2022|BS|CSC|ENG 338
Spring 2022|BS|CSC|HCR 101
Spring 2022|BS|CSC|HCR 119
Spring 2022|BS|CSC|HCR 1XX
Spring 2022|BS|CSC|HCR 203
Spring 2022|BS|CSC|HIS 113
Spring 2022|BS|CSC|MTH 111
Spring 2022|BS|CSC|MTH 120
Spring 2022|BS|CSC|MTH 1XX
Spring 2022|BS|CSC|PHL 101
Spring 2022|BS|CSC|PHY 143
Spring 2022|BS|CSC|POL 120
Spring 2022|BS|CSC|POL 230
Spring 2022|BS|CSC|PSY 100
Spring 2022|BS|CSC|SOC 215
Spring 2022|BS|DATA|SCM 371
Spring 2022|BS|ECHD|ANT 299
Spring 2022|BS|ECHD|BUS 110
Spring 2022|BS|ECHD|ECE 100
Spring 2022|BS|ECHD|ECE 449
Spring 2022|BS|ECHD|EDM 100
Spring 2022|BS|ECHD|ESS 100
Spring 2022|BS|ECN|AFA 130
Spring 2022|BS|ECN|AFA 1XX
Spring 2022|BS|ECN|AFA 304
Spring 2022|BS|ECN|COM 1XX
Spring 2022|BS|ECN|COM 225
Spring 2022|BS|ECN|CSC 122
Spring 2022|BS|ECN|ECN 1XX
Spring 2022|BS|ECN|ECN 327
Spring 2022|BS|ECN|ECN 3XX
Spring 2022|BS|ECN|ECN 424
Spring 2022|BS|ECN|ECN 480
Spring 2022|BS|ECN|ECN 4XX
Spring 2022|BS|ECN|ELE 1XX
Spring 2022|BS|ECN|ESS 1XX
Spring 2022|BS|ECN|FIN 1XX
Spring 2022|BS|ECN|HCR 101
Spring 2022|BS|ECN|HIS 1XX
Spring 2022|BS|ECN|HUM 1XX
Spring 2022|BS|ECN|MTH 120
Spring 2022|BS|ECN|MTH 122
Spring 2022|BS|ECN|MTH 1XX
Spring 2022|BS|ECN|MTH 272
Spring 2022|BS|ECN|PHL 162
Spring 2022|BS|ECN|POL 190
Spring 2022|BS|ECN|POL 1XX
Spring 2022|BS|ECN|POL 230
Spring 2022|BS|ECN|POL 2XX
Spring 2022|BS|ECN|POL 3XX
Spring 2022|BS|ECN|POL 4XX
Spring 2022|BS|ECN|SCI 125
Spring 2022|BS|ECN|SOC 1XX
Spring 2022|BS|ECN|SOC 215
Spring 2022|BS|ECN|SSC 1XX
Spring 2022|BS|EGR|BUS 381
Spring 2022|BS|ELED|HCR 107
Spring 2022|BS|HCAD|BUS 110
Spring 2022|BS|HCAD|HCR 107
Spring 2022|BS|HCAD|HCR 203
Spring 2022|BS|HCAD|HCR 300
Spring 2022|BS|HCAD|HCR 304
Spring 2022|BS|HCAD|HCR 305
Spring 2022|BS|HCAD|HCR 370
Spring 2022|BS|HCAD|HCR 376
Spring 2022|BS|HCAD|HCR 390
Spring 2022|BS|HCAD|HCR 400
Spring 2022|BS|HCAD|HCR 411
Spring 2022|BS|HCAD|HCR 487
Spring 2022|BS|HCAD|HCR 490
Spring 2022|BS|HCAD|INT 394
Spring 2022|BS|HCAD|MGT 341
Spring 2022|BS|HCAD|NSC 233
Spring 2022|BS|HCAD|PSY 100
Spring 2022|BS|HCAD|PSY 341
Spring 2022|BS|HCAD|SOC 215
Spring 2022|BS|HLSC|ART 120
Spring 2022|BS|HLSC|BIO 113
Spring 2022|BS|HLSC|BIO 168
Spring 2022|BS|HLSC|CHM 150
Spring 2022|BS|HLSC|CHM 151
Spring 2022|BS|HLSC|CHM 330
Spring 2022|BS|HLSC|HCR 304
Spring 2022|BS|HLSC|HCR 376
Spring 2022|BS|HLSC|INT 394
Spring 2022|BS|HLSC|MTH 120
Spring 2022|BS|HLSC|POL 120
Spring 2022|BS|HLSC|PSY 313
Spring 2022|BS|HLSC|SCM 313
Spring 2022|BS|HLSC|THE 100
Spring 2022|BS|IST|BIO 113
Spring 2022|BS|IST|PHY 143
Spring 2022|BS|MTH|CHM 333
Spring 2022|BS|MTH|CSC 275
Spring 2022|BS|MTH|PHY 351
Spring 2022|BS|MTHT|MTH 363
Spring 2022|BS|PHS|ART 120
Spring 2022|BS|PHS|COM 387
Spring 2022|BS|PHS|HCR 304
Spring 2022|BS|PHS|HCR 305
Spring 2022|BS|PHS|HCR 370
Spring 2022|BS|PHS|HCR 487
Spring 2022|BS|PHS|PHS 490
Spring 2022|BS|PHS|PSY 313
Spring 2022|BS|PHY|CSC 384
Spring 2022|BS|PHY|MUS 100
Spring 2022|BS|PHY|PSY 100
Spring 2022|BS|PSY|ACC 201
Spring 2022|BS|PSY|ACC 202
Spring 2022|BS|PSY|ANT 105
Spring 2022|BS|PSY|ANT 299
Spring 2022|BS|PSY|ART 120
Spring 2022|BS|PSY|ART 1XX
Spring 2022|BS|PSY|ASL 111
Spring 2022|BS|PSY|AST 120
Spring 2022|BS|PSY|BIO 168
Spring 2022|BS|PSY|BIO 327
Spring 2022|BS|PSY|BUS 110
Spring 2022|BS|PSY|BUS 250
Spring 2022|BS|PSY|BUS 2XX
Spring 2022|BS|PSY|CDR 330
Spring 2022|BS|PSY|CHM 135
Spring 2022|BS|PSY|CHM 330
Spring 2022|BS|PSY|CIS 128
Spring 2022|BS|PSY|COM 210
Spring 2022|BS|PSY|CSC 122
Spring 2022|BS|PSY|CSC 175
Spring 2022|BS|PSY|ECE 100
Spring 2022|BS|PSY|ECN 201
Spring 2022|BS|PSY|ECN 202
Spring 2022|BS|PSY|ENG 111
Spring 2022|BS|PSY|ENG 112
Spring 2022|BS|PSY|ENG 206
Spring 2022|BS|PSY|ENG 252
Spring 2022|BS|PSY|ENG 296
Spring 2022|BS|PSY|ENG 345
Spring 2022|BS|PSY|ESS 100
Spring 2022|BS|PSY|FIN 269
Spring 2022|BS|PSY|HCR 101
Spring 2022|BS|PSY|HCR 107
Spring 2022|BS|PSY|HCR 123
Spring 2022|BS|PSY|HCR 1XX
Spring 2022|BS|PSY|HCR 2XX
Spring 2022|BS|PSY|HCR 300
Spring 2022|BS|PSY|HCR 3XX
Spring 2022|BS|PSY|HIS 121
Spring 2022|BS|PSY|HIS 2XX
Spring 2022|BS|PSY|HIS 4XX
Spring 2022|BS|PSY|HUM 2XX
Spring 2022|BS|PSY|INT 299
Spring 2022|BS|PSY|MTH 111
Spring 2022|BS|PSY|MTH 112
Spring 2022|BS|PSY|MTH 1XX
Spring 2022|BS|PSY|MUS 100
Spring 2022|BS|PSY|NSC 233
Spring 2022|BS|PSY|NSC 373
Spring 2022|BS|PSY|NUR 369
Spring 2022|BS|PSY|PED 1XX
Spring 2022|BS|PSY|POL 120
Spring 2022|BS|PSY|POL 230
Spring 2022|BS|PSY|POL 2XX
Spring 2022|BS|PSY|PSY 100
Spring 2022|BS|PSY|PSY 180
Spring 2022|BS|PSY|PSY 1XX
Spring 2022|BS|PSY|PSY 2XX
Spring 2022|BS|PSY|PSY 309
Spring 2022|BS|PSY|PSY 313
Spring 2022|BS|PSY|PSY 315
Spring 2022|BS|PSY|PSY 317
Spring 2022|BS|PSY|PSY 319
Spring 2022|BS|PSY|PSY 322
Spring 2022|BS|PSY|PSY 336
Spring 2022|BS|PSY|PSY 341
Spring 2022|BS|PSY|PSY 360
